sep=,
"Valeur du centre de coûts (champ obligatoire; maximum 25 caractères)",Visibilité (champ obligatoire - entrez 2 pour Globale ou entrez 1 pour Partagée),"Alias du centre de coûts (facultatif; 25 caractères maximum)"
